(2369261252, 2)(2587927668, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(920290411, 2)(1118515236, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(341480819, 4)(562144372, 1)(1194068623, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(250359844, 1)(1946687607, 3)(2516515714, 1)(3709446607, 1)(0, 0)(0, 0)(0, 0)
(749367335, 1)(1831647004, 1)(2513609844, 1)(3940164814, 2)(0, 0)(0, 0)(0, 0)
(596420983, 1)(2727016071, 1)(3943759929, 1)(3994890276, 2)(0, 0)(0, 0)(0, 0)
(1214948557, 3)(1272161396, 3)(3123721422, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(206927208, 3)(1868135589, 3)(2766630729, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(280857350, 4)(4059106930, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(547512974, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(236490367, 2)(382574100, 4)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1224353135, 1)(1980520407, 5)(3074225812, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(2843378815, 1)(3479881418, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(195891308, 5)(2090938404, 1)(2238820999, 3)(2952530550, 1)(3912696280, 1)(4042702519, 1)(0, 0)
(576409163, 2)(1802080036, 1)(2972165236, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(1268867078, 1)(1791498546, 1)(3281328946, 1)(4252310322, 1)(0, 0)(0, 0)(0, 0)
(844649940, 2)(1910170477, 1)(3513772609, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(2145590991, 4)(2917294238, 1)(3235834140, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1289856100, 1)(2565684866, 1)(3189519456, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(462418489, 1)(599343476, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(405447796, 3)(1101962246, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(846260508, 1)(1630595356, 1)(3128320864, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(613299296, 2)(2749367332, 1)(4154517360, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1694042681, 3)(2809941130, 2)(3208396106, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(2884354252, 1)(3235190374, 1)(4256804250, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(392638500, 3)(1867984932, 3)(4293064826, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(2717664640, 1)(3541248627, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(148758119, 2)(2895156491, 3)(3082965028, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1908337158, 1)(1984469972, 1)(3981888147, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(77272029, 3)(283321711, 1)(2742891394, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1257333826, 2)(2033024669, 1)(3885306482, 1)(3979354673, 1)(4041784759, 2)(0, 0)(0, 0)
(63949488, 1)(1493373717, 3)(2255980096, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1589096631, 1)(1960717006, 3)(4021431242, 2)(4219049331, 1)(0, 0)(0, 0)(0, 0)
(1072561026, 1)(1186694009, 1)(2002575981, 2)(2148109092, 2)(0, 0)(0, 0)(0, 0)
(972994704, 3)(2255030647, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2484577742, 2)(2766065229, 1)(3072902695, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(193838812, 1)(459821171, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1074907319, 3)(4073547215, 3)(4261792834, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(2001080178, 2)(2284219531, 4)(3856206897, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(1052683959, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1758240276, 2)(1939557130, 1)(2915868180, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(205056006, 2)(2380052263, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(855942791, 5)(3480708162, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(222679418, 2)(1914575626, 2)(4094994481, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(986427175, 2)(1890628306, 2)(2188099449, 2)(3001730610, 1)(0, 0)(0, 0)(0, 0)
(2720099466, 7)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1265248130, 2)(1446881649, 1)(2244422491, 2)(3937182647, 1)(0, 0)(0, 0)(0, 0)
(60841881, 1)(1692545060, 2)(3334902022, 2)(3700113223, 1)(0, 0)(0, 0)(0, 0)
(2678757274, 1)(3582502004, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(190001280, 1)(1576880245, 1)(3082853938, 1)(3254651510, 1)(3843024786, 2)(0, 0)(0, 0)
(1014593403, 1)(2992270944, 1)(4141619831, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(723915741, 1)(792783622, 1)(937705346, 1)(2621201921, 1)(2729846905, 1)(2825486197, 1)(0, 0)
(1645401160, 2)(3824393003, 3)(3831232382, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(43207635, 1)(2172787327, 1)(2440455008, 1)(2915212850, 1)(0, 0)(0, 0)(0, 0)
(3815797852, 1)(3928728692, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(106311716, 1)(678677366, 3)(1637232676, 2)(3327251051, 1)(0, 0)(0, 0)(0, 0)
(547273849, 2)(1561511279, 11)(3505289072, 5)(4049450351, 1)(4245850118, 1)(0, 0)(0, 0)
(2694571373, 1)(3084248173, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1726251112, 1)(3717196923, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(344536420, 1)(1625598413, 2)(2191435585, 1)(2581554302, 1)(0, 0)(0, 0)(0, 0)
(409442901, 1)(3412323868, 1)(3416919512, 1)(3583887483, 2)(0, 0)(0, 0)(0, 0)
(2732795247, 3)(4230551602, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1899076869, 3)(2728321133, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(769191901, 2)(963708071, 2)(2745620288, 2)(3485197168, 5)(0, 0)(0, 0)(0, 0)
(690005108, 1)(1737042553, 2)(1783463716, 1)(3233298306, 2)(0, 0)(0, 0)(0, 0)
(2083623467, 2)(4140757455, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(3173632659, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1645577037, 2)(3012870553, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(4065103317, 1)(4125051974, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(529067732, 1)(2404966262, 1)(3721981652, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(788639605, 1)(898088487, 1)(2754189156, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1602814327, 1)(2525343947, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1017153828, 2)(3064237430, 1)(4082695499, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1902879857, 1)(2078224420, 1)(3901470257, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(463799765, 3)(2038941825, 1)(2506852099, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(124381190, 2)(217704454, 2)(953568028, 2)(3634753286, 2)(3808044399, 3)(0, 0)(0, 0)
(797618246, 1)(2110030201, 2)(2855750154, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(3636926770, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(160167690, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(28925653, 1)(602850444, 1)(2206066972, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(3250176619, 3)(3277012333, 1)(3436749940, 1)(4087066784, 1)(0, 0)(0, 0)(0, 0)
(415276594, 1)(1237360178, 1)(2169653253, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(717331470, 3)(1504410325, 2)(2733250943, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(2715599257, 5)(3716614713, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1072241766, 1)(2318940534, 2)(3603945338, 2)(4134309668, 1)(0, 0)(0, 0)(0, 0)
(118003159, 1)(1142226871, 4)(2227346994, 1)(3732300640, 1)(0, 0)(0, 0)(0, 0)
(443175792, 1)(932810083, 2)(2560658724, 2)(3264389983, 1)(4275947908, 1)(0, 0)(0, 0)
(196181050, 2)(2072600468, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(3044536092, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1202659968, 1)(2757216050, 1)(4087321867, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(514256908, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(580196991, 4)(3750465918, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(755064139, 4)(1109841959, 1)(3713676081, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1529235061, 2)(1821829393, 1)(2957478692, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(1131081500, 5)(2976570746, 2)(4128761200, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(568444537, 1)(1711410630, 2)(2892319083, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1871260281, 1)(2766186701, 5)(3191928212, 1)(4215736586, 2)(0, 0)(0, 0)(0, 0)
(1538994212, 1)(1729442503, 1)(1976622695, 4)(2439351404, 3)(0, 0)(0, 0)(0, 0)
(1247593849, 4)(2749204742, 1)(3755767665, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1268527140, 1)(1789160159, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(472773249, 1)(582919749, 1)(1049972038, 1)(3015089158, 1)(0, 0)(0, 0)(0, 0)
(293843404, 1)(333751140, 2)(1302596557, 1)(3521089901, 1)(0, 0)(0, 0)(0, 0)
(410142080, 1)(430552441, 2)(2137608307, 1)(2480270962, 1)(0, 0)(0, 0)(0, 0)
(388117378, 2)(1033345382, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2090909132, 1)(2362220052, 1)(3809037657, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(361184834, 1)(1370489722, 1)(3203999087, 1)(4247728164, 1)(0, 0)(0, 0)(0, 0)
(275040272, 2)(738053487, 1)(1399231691, 1)(2516402549, 1)(0, 0)(0, 0)(0, 0)
(643916640, 1)(1162084409, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1658358308, 1)(4047211812, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2113609090, 1)(2114390330, 2)(3862012529, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(1758792249, 4)(3178364367, 1)(4202599607, 2)(4276236324, 1)(0, 0)(0, 0)(0, 0)
(1120565104, 1)(1468331267, 1)(3465710222, 1)(3568787838, 1)(0, 0)(0, 0)(0, 0)
(15161715, 5)(3603559524, 1)(3898036340, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(741999218, 2)(2565895279, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2139063654, 2)(2634772263, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(804497477, 1)(1090171034, 1)(1479189620, 1)(4246878082, 2)(0, 0)(0, 0)(0, 0)
(2613799369, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2357410413, 1)(3847286910, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2209488797, 1)(3793413485, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(3186757434, 3)(3298463075, 5)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2326781656, 1)(3241527681, 1)(3351551538, 1)(3660114460, 1)(0, 0)(0, 0)(0, 0)
(3207032128, 1)(3304404866, 1)(3413840193, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(3004351395, 1)(3226429319, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2925658911, 1)(2993231725, 1)(4023502247, 2)(4214278532, 3)(0, 0)(0, 0)(0, 0)
(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2959198337, 1)(3446176894, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(265064813, 4)(1354150604, 1)(2976352906, 3)(3184257564, 2)(3743616608, 1)(0, 0)(0, 0)
(2341022329, 5)(2683509367, 3)(3626094775, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(2033760039, 3)(2313156168, 2)(3213943565, 1)(3361791591, 4)(0, 0)(0, 0)(0, 0)
(1391418004, 1)(2358581637, 1)(3664225194, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(4039628743, 1)(4162024778, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(696168305, 1)(1911174066, 1)(2428074276, 1)(3512364836, 1)(0, 0)(0, 0)(0, 0)
(3709091285, 8)(3970957641, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(28610079, 4)(291204900, 1)(363195515, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(284697967, 2)(506343460, 1)(3375558770, 6)(0, 0)(0, 0)(0, 0)(0, 0)
(1702166086, 4)(4282688628, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(148833891, 1)(4046119277, 1)(4102745812, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1392383346, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(928763196, 2)(3756011556, 3)(3856056207, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(2367537768, 1)(2607020397, 1)(2970208066, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(945893412, 3)(1460059831, 1)(2623269970, 1)(3431327085, 1)(0, 0)(0, 0)(0, 0)
(1024948076, 1)(2325392592, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(48785865, 2)(51269520, 2)(4157086002, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(69034363, 3)(2372787506, 1)(3929848987, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(2308381828, 3)(2538057330, 1)(3581404525, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(3262817413, 1)(4181523526, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1109275335, 2)(2876093111, 1)(4150846829, 2)(4160791665, 1)(0, 0)(0, 0)(0, 0)
(4189724, 3)(2462721154, 3)(3304888218, 6)(0, 0)(0, 0)(0, 0)(0, 0)
(2346983132, 1)(3301909871, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(303583102, 2)(331939850, 1)(588516666, 2)(3599276378, 1)(0, 0)(0, 0)(0, 0)
(1177722, 1)(163184346, 1)(900083748, 1)(2632580475, 2)(0, 0)(0, 0)(0, 0)
(1452969315, 6)(2610597219, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(722939940, 1)(1655581824, 1)(2646857795, 1)(3502150769, 1)(0, 0)(0, 0)(0, 0)
(177498078, 1)(1573431735, 1)(2074514803, 1)(2256327079, 1)(0, 0)(0, 0)(0, 0)
(2269670782, 1)(3278104860, 2)(3766642558, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1120072887, 2)(1140616306, 1)(1577860482, 1)(3033691333, 3)(0, 0)(0, 0)(0, 0)
(2186594683, 2)(2331795348, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2538579060, 2)(3549129579, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(277627612, 1)(387294670, 2)(1844298859, 1)(2138139006, 1)(3803319003, 5)(0, 0)(0, 0)
(257359213, 2)(1379949131, 1)(3325603445, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(18839736, 3)(388203735, 2)(1414105892, 1)(3639447917, 1)(0, 0)(0, 0)(0, 0)
(303385470, 3)(1086382692, 1)(1168702251, 1)(2755933280, 1)(0, 0)(0, 0)(0, 0)
(1170945986, 1)(2675618664, 1)(2876395899, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1805857304, 1)(2311544006, 1)(2641682836, 1)(4218276062, 1)(0, 0)(0, 0)(0, 0)
(2207288018, 1)(2822775750, 1)(2903791139, 1)(3899378049, 1)(0, 0)(0, 0)(0, 0)
(1285018551, 1)(3353684938, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(59699642, 1)(142207260, 3)(772805597, 1)(2395877412, 1)(3468477248, 1)(3891799407, 1)(0, 0)
(143900373, 2)(1808571924, 5)(3860597370, 1)(4288679262, 3)(0, 0)(0, 0)(0, 0)
(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(907939130, 1)(2088432245, 1)(2860696713, 5)(0, 0)(0, 0)(0, 0)(0, 0)
(594633568, 5)(3781327486, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(263505538, 1)(497903978, 3)(2408533131, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(115604354, 1)(502290549, 1)(3115397156, 2)(3722331765, 1)(0, 0)(0, 0)(0, 0)
(133844187, 1)(441202541, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(80883748, 6)(926992510, 4)(2672315774, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(911695873, 2)(2641227277, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1848120931, 2)(2245829236, 1)(2620042354, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(595188407, 2)(3713101604, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(73667286, 3)(753459598, 1)(981736709, 2)(1615927935, 1)(1764366916, 1)(0, 0)(0, 0)
(1421012407, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1028659058, 3)(2490786656, 4)(4192594244, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(358843343, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(368836303, 1)(1379445361, 1)(2055182435, 1)(3007988082, 1)(4045672575, 1)(0, 0)(0, 0)
(400672201, 3)(2680680220, 2)(2744814947, 10)(0, 0)(0, 0)(0, 0)(0, 0)
(2373732170, 4)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(332208860, 3)(801077104, 1)(1682809972, 1)(1925115763, 1)(2207988086, 2)(2689952322, 1)(0, 0)
(2194466157, 1)(3469414811, 1)(3871710770, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(2315066470, 4)(2483540807, 2)(4103943134, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1722510478, 1)(2485525119, 2)(3420456835, 1)(3584352621, 1)(0, 0)(0, 0)(0, 0)
(538312777, 3)(2063313108, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(81694982, 1)(1557041414, 1)(1561388035, 1)(2342904173, 2)(3775470455, 1)(0, 0)(0, 0)
(2325607060, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(160141215, 1)(782209286, 1)(1428234510, 1)(4009770023, 1)(0, 0)(0, 0)(0, 0)
(111472396, 5)(1817656722, 1)(2990670450, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(2180758160, 2)(2957651146, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(325978754, 1)(759342196, 1)(2159784153, 1)(4175554588, 1)(4242863527, 2)(0, 0)(0, 0)
(795759984, 1)(2725449047, 1)(4032424466, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1861090966, 1)(2860275600, 1)(3906184308, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1223197763, 1)(2212376612, 1)(3691524807, 2)(3736599241, 2)(0, 0)(0, 0)(0, 0)
(2791075620, 5)(3825450617, 1)(4258045460, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(1493921996, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(4174224916, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(901557402, 1)(988400312, 2)(4127432817, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(106716497, 1)(1954980980, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(2401674187, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(169584395, 1)(2599558193, 4)(2672895537, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(308424740, 1)(1916766903, 2)(2653602201, 2)(2978098031, 2)(0, 0)(0, 0)(0, 0)
(838583719, 2)(1854275853, 1)(2676531516, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(59137940, 1)(602986092, 1)(1982338659, 1)(2617117302, 3)(3139966563, 1)(0, 0)(0, 0)
(765923908, 4)(3249996914, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1112546268, 1)(3091925111, 3)(3116353915, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(3268485571, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1455863400, 1)(2748261743, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(184532519, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(906267428, 1)(1275922810, 1)(2443988746, 1)(3342776581, 1)(3583204738, 1)(3846695452, 2)(0, 0)
(1524086055, 1)(2740227430, 6)(4036660579, 6)(0, 0)(0, 0)(0, 0)(0, 0)
(185999282, 2)(1974033742, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(330876022, 1)(808297588, 1)(2380349058, 1)(2723189357, 1)(0, 0)(0, 0)(0, 0)
(492740102, 1)(799742770, 2)(1534279133, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(3028296716, 1)(4111260065, 7)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(805435737, 1)(1133919362, 1)(2154110877, 2)(4108684415, 3)(0, 0)(0, 0)(0, 0)
(438486439, 1)(2554238151, 4)(3469242486, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(1722621546, 1)(3315503366, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(515962260, 1)(2358356663, 3)(3123558925, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1803835940, 1)(3266803317, 1)(3349978635, 3)(4247303975, 1)(0, 0)(0, 0)(0, 0)
(547645398, 2)(3020955916, 2)(4185742090, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(3244531833, 1)(3249496718, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1434365809, 2)(4266223567, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(65515378, 2)(462066126, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1617382270, 2)(2530367341, 1)(3485896364, 2)(3688230514, 1)(0, 0)(0, 0)(0, 0)
(1475410818, 1)(1915559751, 1)(2641937315, 1)(2814038911, 1)(0, 0)(0, 0)(0, 0)
(1406929271, 3)(1679868087, 3)(2501045363, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(498034737, 1)(564803270, 4)(2096702831, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(620668997, 4)(1729099587, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1225573927, 1)(3041561708, 1)(3452792672, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(720572018, 1)(3016233090, 3)(4092121791, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(43278228, 2)(477195631, 2)(1670043831, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1007094074, 1)(2209012946, 1)(3673803155, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(117096857, 5)(4057416052, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(706336108, 2)(763929716, 1)(3300206805, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(2960034682, 2)(3466267355, 2)(3968865693, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1051724896, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(763824697, 1)(2602183181, 1)(3412248961, 1)(3653344818, 1)(0, 0)(0, 0)(0, 0)
(3173040239, 2)(3953527426, 4)(4163064432, 5)(0, 0)(0, 0)(0, 0)(0, 0)
(586680889, 2)(3834421369, 1)(4081170243, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(192704096, 2)(330894217, 1)(3434580260, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(2493456035, 4)(3206470194, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(286826423, 1)(1112443428, 1)(1586275444, 1)(2155083703, 1)(3996709308, 2)(0, 0)(0, 0)
(431394687, 2)(1390021177, 1)(2141776412, 1)(3479954797, 2)(0, 0)(0, 0)(0, 0)
(710067916, 5)(1690990789, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(493476694, 1)(2193571651, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(3843598285, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(3776082698, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1999470237, 2)(3613689357, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1769615396, 1)(1984652128, 1)(2837911170, 1)(3452735853, 1)(0, 0)(0, 0)(0, 0)
(1922683094, 1)(2091351055, 1)(3088196620, 1)(3690896836, 1)(3707755570, 2)(0, 0)(0, 0)
(1685794852, 3)(3886487671, 2)(4038985229, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(374349970, 1)(2418123892, 1)(2584925548, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(213916971, 2)(1116034004, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1777401380, 1)(3095575440, 2)(3096373773, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(201625806, 1)(848322452, 2)(2161802195, 2)(0, 0)(0, 0)(0, 0)(0, 0)
(927021430, 2)(3240188106, 3)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(194199924, 2)(3590253204, 8)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(91713993, 6)(410930698, 1)(1073415681, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1408836975, 2)(3098514531, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1113743937, 3)(1417089612, 5)(2761934184, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1060745590, 1)(1562663786, 3)(2028207483, 1)(2482644335, 1)(0, 0)(0, 0)(0, 0)
(677520140, 1)(1042506671, 1)(3602102416, 1)(0, 0)(0, 0)(0, 0)(0, 0)
(1073482358, 1)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(1581529490, 2)(2207893633, 1)(3173857349, 3)(0, 0)(0, 0)(0, 0)(0, 0)
(612798726, 3)(802001003, 3)(3242433648, 4)(0, 0)(0, 0)(0, 0)(0, 0)
(1712486439, 1)(3027168524, 2)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
(455290916, 1)(469494100, 1)(3314017645, 1)(4130809264, 1)(0, 0)(0, 0)(0, 0)
